x_cent,y_cent
-2.5,0.0
-2.25,-0.4330127018922192
-2.0,-0.8660254037844384
-1.75,-1.2990381056766578
-1.5,-1.7320508075688772
-1.25,-2.1650635094610964
-2.25,0.4330127018922192
-2.0,0.0
-1.75,-0.4330127018922192
-1.5,-0.8660254037844386
-1.25,-1.299038105676658
-1.0,-1.7320508075688772
-0.75,-2.1650635094610964
-2.0,0.8660254037844384
-1.75,0.4330127018922192
-1.5,0.0
-1.25,-0.4330127018922194
-1.0,-0.8660254037844387
-0.75,-1.299038105676658
-0.5,-1.7320508075688772
-0.25,-2.1650635094610964
-1.75,1.2990381056766578
-1.5,0.8660254037844386
-1.25,0.4330127018922194
-1.0,0.0
-0.75,-0.4330127018922193
-0.5,-0.8660254037844386
-0.25,-1.299038105676658
0.0,-1.7320508075688772
0.25,-2.1650635094610964
-1.5,1.7320508075688772
-1.25,1.299038105676658
-1.0,0.8660254037844387
-0.75,0.4330127018922193
-0.5,0.0
-0.25,-0.4330127018922193
0.0,-0.8660254037844386
0.25,-1.299038105676658
0.5,-1.7320508075688772
0.75,-2.1650635094610964
-1.25,2.1650635094610964
-1.0,1.7320508075688772
-0.75,1.299038105676658
-0.5,0.8660254037844386
-0.25,0.4330127018922193
0.0,0.0
0.25,-0.4330127018922193
0.5,-0.8660254037844386
0.75,-1.299038105676658
1.0,-1.7320508075688772
1.25,-2.1650635094610964
-0.75,2.1650635094610964
-0.5,1.7320508075688772
-0.25,1.299038105676658
0.0,0.8660254037844386
0.25,0.4330127018922193
0.5,0.0
0.75,-0.4330127018922193
1.0,-0.8660254037844387
1.25,-1.299038105676658
1.5,-1.7320508075688772
-0.25,2.1650635094610964
0.0,1.7320508075688772
0.25,1.299038105676658
0.5,0.8660254037844386
0.75,0.4330127018922193
1.0,0.0
1.25,-0.4330127018922194
1.5,-0.8660254037844386
1.75,-1.2990381056766578
0.25,2.1650635094610964
0.5,1.7320508075688772
0.75,1.299038105676658
1.0,0.8660254037844387
1.25,0.4330127018922194
1.5,0.0
1.75,-0.4330127018922192
2.0,-0.8660254037844384
0.75,2.1650635094610964
1.0,1.7320508075688772
1.25,1.299038105676658
1.5,0.8660254037844386
1.75,0.4330127018922192
2.0,0.0
2.25,-0.4330127018922192
1.25,2.1650635094610964
1.5,1.7320508075688772
1.75,1.2990381056766578
2.0,0.8660254037844384
2.25,0.4330127018922192
2.5,0.0
-2.4862590914061764,-0.26175509622571536
-2.192295869685257,-0.666212293312697
-1.8983326479643374,-1.0706694903996787
-1.6043694262434176,-1.4751266874866602
-1.310406204522498,-1.8795838845736417
-1.0164429828015784,-2.2840410816606234
-2.282970494845861,0.1950531201064094
-1.9890072731249413,-0.20940407698057228
-1.6950440514040217,-0.613861274067554
-1.401080829683102,-1.0183184711545354
-1.1071176079621825,-1.422775668241517
-0.8131543862412628,-1.8272328653284986
-0.5191911645203431,-2.2316900624154803
-2.0796818982855454,0.6518613364385342
-1.7857186765646258,0.24740413935155248
-1.4917554548437062,-0.1570530577354292
-1.1977922331227864,-0.5615102548224107
-0.9038290114018668,-0.9659674519093923
-0.6098657896809471,-1.3704246489963738
-0.3159025679600274,-1.7748818460833555
-0.02193934623910776,-2.179339043170337
-1.8763933017252297,1.1086695527706587
-1.58243008000431,0.704212355683677
-1.2884668582833905,0.2997551585966953
-0.9945036365624706,-0.10470203849028614
-0.700540414841551,-0.5091592355772677
-0.4065771931206314,-0.9136164326642493
-0.11261397139971174,-1.3180736297512308
0.1813492503212079,-1.7225308268382125
0.4753124720421276,-2.126988023925194
-1.673104705164914,1.5654777691027832
-1.3791414834439943,1.1610205720158016
-1.0851782617230747,0.75656337492882
-0.791215040002155,0.3521061778418385
-0.4972518182812353,-0.05235101924514307
-0.2032885965603157,-0.45680821633212465
0.09067462516060396,-0.8612654134191062
0.3846378468815236,-1.2657226105060877
0.6786010686024433,-1.6701798075930694
0.9725642903233629,-2.074637004680051
-1.4698161086045982,2.022285985434908
-1.1758528868836786,1.6178287883479263
-0.881889665162759,1.2133715912609446
-0.5879264434418393,0.8089143941739632
-0.29396322172091965,0.4044571970869816
0.0,0.0
0.29396322172091965,-0.4044571970869816
0.5879264434418393,-0.8089143941739632
0.881889665162759,-1.2133715912609446
1.1758528868836786,-1.6178287883479263
1.4698161086045982,-2.022285985434908
-0.9725642903233629,2.074637004680051
-0.6786010686024433,1.6701798075930694
-0.3846378468815236,1.2657226105060877
-0.09067462516060396,0.8612654134191062
0.2032885965603157,0.45680821633212465
0.4972518182812353,0.05235101924514307
0.791215040002155,-0.3521061778418385
1.0851782617230747,-0.75656337492882
1.3791414834439943,-1.1610205720158016
1.673104705164914,-1.5654777691027832
-0.4753124720421276,2.126988023925194
-0.1813492503212079,1.7225308268382125
0.11261397139971174,1.3180736297512308
0.4065771931206314,0.9136164326642493
0.700540414841551,0.5091592355772677
0.9945036365624706,0.10470203849028614
1.2884668582833905,-0.2997551585966953
1.58243008000431,-0.704212355683677
1.8763933017252297,-1.1086695527706587
0.02193934623910776,2.179339043170337
0.3159025679600274,1.7748818460833555
0.6098657896809471,1.3704246489963738
0.9038290114018668,0.9659674519093923
1.1977922331227864,0.5615102548224107
1.4917554548437062,0.1570530577354292
1.7857186765646258,-0.24740413935155248
2.0796818982855454,-0.6518613364385342
0.5191911645203431,2.2316900624154803
0.8131543862412628,1.8272328653284986
1.1071176079621825,1.422775668241517
1.401080829683102,1.0183184711545354
1.6950440514040217,0.613861274067554
1.9890072731249413,0.20940407698057228
2.282970494845861,-0.1950531201064094
1.0164429828015784,2.2840410816606234
1.310406204522498,1.8795838845736417
1.6043694262434176,1.4751266874866602
1.8983326479643374,1.0706694903996787
2.192295869685257,0.666212293312697
2.4862590914061764,0.26175509622571536
